Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
45.12,740.15,164.03,93.24,123.58
343.4,68.35,183.48,24.67,22.78
244.38,275.6,160.03,89.24,44.23
326.95,146.7,168.92,31.34,37.45
229.71,271.15,214.15,107.13,14.78
175.7,147.25,278.94,75.57,42.34
389.63,-30.55,147.36,30.34,5.78
139.36,664.0,116.69,115.8,86.24
175.7,319.5,294.39,44.12,16.89
396.63,23.9,147.25,11.67,6.67
212.93,147.8,294.5,28.56,34.45
203.26,280.6,200.37,7.78,148.36
254.27,432.3,163.81,73.57,-4.11
300.39,-1.1,199.26,32.45,51.23
58.01,612.9,190.48,45.23,175.7
445.86,-20.55,129.47,11.89,7.89
523.32,29.45,63.9,1.89,-4.0
433.86,-75.0,129.58,-6.0,14.67
194.37,25.0,268.83,69.57,34.23
319.06,222.25,159.92,34.34,44.23
383.85,87.8,119.69,35.34,16.56
296.5,359.5,122.8,35.45,77.35
325.95,241.15,214.93,9.89,0.0
340.51,-50.0,206.26,27.56,22.67
336.73,231.7,169.7,25.56,21.67
478.2,127.8,77.68,26.56,11.89
116.91,340.05,285.72,59.79,84.57
266.94,42.8,237.71,42.23,29.56
269.94,206.7,225.71,40.34,27.67
302.28,73.35,132.47,72.68,44.01
478.2,18.35,79.46,5.0,10.78
104.02,663.45,184.59,108.02,73.68
346.51,187.25,164.92,18.56,19.56
443.75,89.45,109.02,8.78,34.56
181.48,89.45,338.73,15.78,53.12
142.36,261.15,218.93,89.35,102.13
386.63,94.45,160.92,11.78,13.78
406.52,240.6,70.68,53.12,19.45
414.3,98.35,145.25,2.89,-5.11
453.42,104.45,106.02,18.78,-2.0
185.37,142.8,261.16,69.57,33.34
479.98,14.45,83.35,0.89,-0.11
241.6,285.05,237.71,28.56,46.12
412.19,-45.55,146.36,16.78,23.78
190.48,295.05,227.82,77.68,66.9
569.33,-15.0,19.67,-6.0,-10.0
449.64,-70.0,117.8,9.78,1.78
114.8,63.35,284.72,84.35,89.46
378.85,314.5,80.35,-5.0,51.01
73.57,760.7,248.49,1.89,109.91
505.65,-5.0,77.46,0.0,-3.11
162.92,602.35,218.82,40.12,27.67
202.04,196.7,292.39,3.89,24.34
264.94,441.2,103.91,34.45,76.46
511.43,60.0,64.79,11.89,15.89
465.2,59.45,94.13,4.89,10.0
269.83,185.6,160.14,3.89,103.02
57.12,931.3,186.48,111.91,48.23
193.37,342.85,276.94,8.78,47.23
239.38,107.25,149.14,37.23,120.8
349.29,133.9,202.37,23.67,5.78
190.59,666.8,70.79,157.14,55.12
197.15,482.3,146.25,73.57,85.57
32.45,1286.9,56.01,17.67,240.49
48.23,170.6,100.24,213.15,200.26
40.12,1100.2,141.47,109.91,77.57
239.49,92.25,305.39,-7.0,24.67
355.51,136.7,109.02,34.45,63.79
509.54,75.0,81.57,1.0,-12.0
49.23,60.0,0.0,166.81,154.03
257.38,358.95,178.7,34.34,71.79
104.91,308.95,285.61,64.9,52.9
228.71,128.35,288.61,10.89,50.12
20.56,1020.2,133.47,84.46,132.47
316.95,177.25,158.92,50.12,27.56
284.5,13.35,245.27,21.67,6.89
478.09,49.45,94.24,2.89,10.89
162.81,92.8,329.84,15.78,52.01
202.15,187.25,136.47,54.12,175.92
401.52,142.8,48.12,52.9,58.9
166.81,524.55,184.48,0.89,108.91
198.37,177.8,339.73,17.56,0.0
151.36,38.35,139.36,177.59,109.91
275.72,476.2,181.59,26.56,11.78
417.08,63.9,138.36,8.89,-1.11
45.12,53.35,337.62,97.24,76.35
339.51,58.9,203.15,11.67,13.89
497.65,44.45,77.68,0.89,6.89
372.96,102.25,75.68,50.01,44.01
463.42,74.45,90.24,3.89,26.67
212.04,180.6,194.37,35.45,105.02
383.85,82.8,123.58,9.78,51.23
127.58,48.35,398.41,19.56,12.78
336.84,-20.0,203.26,7.89,64.01
244.38,299.5,220.04,52.12,19.56
522.1,-20.55,47.12,-1.11,8.89
243.27,103.9,278.94,32.34,29.56
396.52,264.5,89.35,10.67,24.56
169.92,548.45,108.02,180.59,10.78
26.34,740.15,231.6,140.36,20.78
173.81,712.35,160.92,64.68,61.01
449.42,35.0,112.8,12.89,-12.0
315.17,152.25,174.7,69.79,4.0
330.73,87.8,174.7,25.56,11.56
241.6,77.8,231.82,60.01,64.01
527.21,34.45,45.01,-3.0,-2.11
366.29,300.6,134.36,8.78,39.45
80.35,500.65,272.05,83.46,63.01
314.06,737.35,93.35,30.34,22.78
278.72,143.35,267.16,28.56,7.78
232.6,146.7,212.93,89.46,28.67
255.27,117.8,264.05,23.45,14.67
461.42,-40.55,100.02,4.89,3.89
283.72,33.35,178.81,27.45,78.35
152.03,402.3,265.05,74.68,23.78
329.73,83.35,222.93,6.89,22.67
250.27,-5.55,228.6,35.45,58.9
198.37,426.75,227.6,31.34,31.34
312.06,106.7,190.48,20.56,20.67
36.23,622.9,225.71,144.25,36.12
292.39,133.9,255.27,12.67,-0.11
284.83,127.25,230.6,6.89,44.34
407.3,137.8,116.91,18.56,22.67
234.71,540.65,194.26,22.67,51.23
255.38,77.8,219.82,41.23,47.01
494.65,19.45,64.9,12.89,15.67
127.8,387.85,233.6,146.14,10.89
474.98,54.45,96.35,5.78,-6.0
274.83,0.0,180.59,25.45,19.56
123.8,210.6,346.62,70.79,10.67
502.76,4.45,61.79,-6.0,22.56
171.81,230.6,255.27,14.67,100.13
274.05,93.9,160.92,71.57,69.68
376.85,-45.55,188.59,4.89,4.89
60.01,731.25,130.58,146.25,110.91
310.39,102.8,202.15,39.23,9.67
297.39,141.7,216.04,20.67,25.56
126.69,337.3,258.05,60.79,54.9
283.72,195.05,133.58,29.45,88.35
233.6,167.25,227.71,48.12,50.12
543.77,-65.0,43.34,-1.0,-4.0
483.87,24.45,76.57,5.78,-6.11
280.94,157.8,247.49,22.56,34.56
494.87,89.45,86.46,1.89,9.89
337.73,10.0,140.47,60.9,60.01
312.06,107.8,203.26,22.67,20.45
275.94,9.45,167.81,57.79,86.46
342.73,98.35,131.58,74.68,29.34
414.3,207.25,125.8,24.45,-11.0
26.45,1143.0,89.24,207.26,24.45
443.75,182.8,105.02,13.78,-6.11
166.7,348.95,322.95,10.67,16.89
316.06,354.5,133.36,1.89,68.79
319.17,-45.55,243.38,12.78,10.78
393.74,-5.55,192.48,-2.0,10.89
295.5,112.8,241.6,27.56,1.78
548.66,54.45,32.45,-7.0,-2.0
378.96,18.35,169.92,15.67,23.67
375.96,102.8,162.03,8.89,12.56
387.85,290.6,114.91,-5.0,35.12
0.0,0.0,0.0,0.0,0.0
359.29,58.9,175.7,31.45,17.89
375.18,20.0,184.48,21.67,-0.22
40.34,847.95,94.24,178.7,112.13
177.7,676.8,156.92,35.23,57.79
203.26,245.6,298.39,26.56,27.67
212.04,369.5,211.15,53.12,61.79
304.39,191.7,135.47,17.78,104.02
15.67,981.3,148.25,10.78,223.93
396.63,93.9,157.14,23.56,17.89
85.35,683.45,236.71,112.91,34.34
291.72,333.95,196.26,44.23,-6.11
244.27,285.05,151.03,25.56,95.02
33.23,842.95,181.59,73.57,95.13
368.96,251.15,169.81,-7.0,-10.0
328.95,266.15,196.26,6.78,-0.22
221.71,113.9,284.61,-0.11,52.01
138.25,751.8,213.15,47.01,35.23
420.19,73.9,129.58,14.67,5.78
332.95,256.15,159.03,48.23,21.67
469.09,-40.55,90.24,10.78,-2.11
303.39,141.7,203.15,5.89,49.23
212.93,372.3,205.26,6.89,70.46
407.3,251.15,80.46,48.12,9.89
228.71,165.6,246.38,28.56,49.23
63.68,692.9,98.13,151.14,126.47
461.53,-40.55,111.91,16.78,22.78
426.19,118.9,122.69,3.89,19.45
290.61,236.7,166.81,43.23,59.9
160.81,206.15,279.83,57.79,51.23
15.67,706.8,144.25,177.59,101.13
61.68,323.4,75.46,261.16,109.13
305.17,73.35,226.82,-1.11,35.45
11.67,225.6,125.58,143.25,249.49
515.54,33.9,47.01,12.89,3.78
377.85,196.15,139.47,10.78,25.67
59.01,516.75,196.48,110.8,146.36
212.15,162.25,329.95,27.56,9.89
35.45,833.5,218.93,9.78,160.14
404.3,123.9,143.47,0.0,12.89
274.83,75.0,207.15,15.67,87.35
280.72,98.35,242.6,21.67,27.45
361.07,211.7,105.91,77.68,1.89
219.82,146.15,217.82,77.57,22.56
95.24,118.35,200.37,152.14,136.47
129.58,869.05,209.04,11.78,59.79
265.05,504.55,123.58,27.56,64.9
250.27,98.9,284.61,21.56,17.67
291.72,274.5,190.48,55.9,-5.0
296.39,0.0,271.05,17.67,6.89
206.26,386.75,182.48,75.57,40.34
332.95,309.5,183.59,0.89,11.67
358.4,192.8,153.03,47.12,4.89
135.58,290.05,221.82,86.46,100.13
117.69,737.35,277.72,35.23,3.89
368.96,13.9,163.92,19.67,11.67
209.04,111.7,271.83,33.45,32.34
376.85,33.9,154.25,39.34,4.78
434.86,-40.55,123.58,2.89,11.78
275.83,207.25,182.59,89.46,12.56
488.87,8.9,87.46,0.89,14.89
388.63,229.5,116.91,7.78,15.78
177.7,251.7,255.27,56.9,68.79
282.83,216.15,215.93,4.89,53.12
21.45,634.55,112.91,127.58,208.15
364.29,-1.1,210.15,3.89,-1.11
388.85,-11.1,135.36,9.89,44.12
221.82,190.6,225.82,64.79,37.45
449.42,49.45,92.35,27.45,7.89
259.27,283.95,172.7,62.79,38.45
149.03,65.0,295.61,63.68,80.68
244.6,315.05,194.37,-6.0,98.13
248.38,153.35,167.81,77.46,81.68
486.76,29.45,85.46,1.89,-5.0
381.85,33.35,160.03,28.56,0.89
255.27,107.25,288.72,11.67,11.89
184.7,152.25,218.93,121.69,50.23
238.38,38.35,296.61,11.78,34.56
519.43,65.0,47.23,18.78,29.67
456.42,39.45,113.8,2.0,-3.0
443.53,48.9,117.91,12.89,15.89
511.54,50.0,64.79,6.0,20.67
149.25,236.15,317.06,52.01,26.45
425.19,3.9,137.36,10.67,-3.0
294.5,388.4,176.59,26.56,33.56
70.79,38.35,318.17,126.69,80.57
501.65,-20.0,90.46,-1.0,-2.0
210.93,500.65,215.93,60.01,11.0
100.02,442.3,158.03,154.25,82.24
506.54,53.9,57.9,4.78,7.89
172.7,201.7,287.5,28.34,58.12
329.84,163.35,157.03,44.12,44.34
190.26,187.8,290.61,26.56,58.12
257.05,511.2,129.58,29.56,78.57
265.94,157.25,0.0,16.67,23.67
351.4,137.8,166.81,48.23,12.0
101.91,398.95,305.17,87.35,11.67
216.04,383.95,140.36,111.02,54.79
294.5,313.4,208.15,11.78,-3.11
354.4,68.35,163.92,42.12,-3.11
298.39,38.9,203.26,37.34,52.23
383.85,127.8,165.03,9.78,20.78
439.75,79.45,93.13,17.67,14.67
196.26,406.75,125.69,111.91,63.79
1.78,893.5,123.58,137.36,128.58
79.46,1020.75,54.01,141.36,123.91
469.42,108.9,96.13,17.78,2.89
524.1,44.45,54.12,-3.0,0.89
112.02,849.6,131.47,37.34,135.25
119.58,241.15,293.39,13.78,97.02
116.69,220.05,344.51,18.56,41.23
301.5,377.85,166.03,29.34,15.67
340.51,211.7,166.81,38.34,-12.0
247.27,323.95,168.81,48.01,59.12
351.51,70.0,155.03,52.01,41.45
326.84,344.5,145.25,13.67,47.23
156.03,156.7,265.16,75.68,67.79
83.35,98.35,336.84,74.68,93.46
84.24,587.9,268.94,2.0,106.24
434.75,63.35,130.69,-4.0,6.89
55.01,759.6,154.03,168.81,43.12
453.42,117.8,105.13,11.89,-3.11
208.15,131.7,266.05,22.45,65.01
337.84,8.9,63.68,88.24,78.46
260.94,362.85,221.93,24.67,-3.0
231.6,250.6,220.93,18.56,62.79
364.29,177.25,175.81,9.89,14.56
181.48,89.45,338.73,0.0,53.12
269.05,217.25,219.93,32.45,55.12
260.16,340.05,166.81,77.68,25.34
147.36,882.95,102.02,116.69,23.45
344.73,122.8,174.59,15.78,37.34
182.48,485.1,223.82,27.56,47.23
422.97,148.35,88.35,18.67,46.34
143.25,447.3,112.02,98.13,164.14
138.47,520.1,262.94,63.79,23.78
304.28,78.35,199.15,36.45,37.45
346.51,117.25,136.58,25.56,48.9
240.6,146.15,223.93,63.79,21.45
125.58,-40.55,211.93,135.36,98.13
443.53,-10.0,129.69,-0.11,5.89
366.07,123.35,181.7,28.56,3.0
97.13,318.95,283.72,14.67,107.8
336.73,82.8,182.59,17.78,23.34
203.04,511.75,159.14,7.89,122.58
175.7,398.95,251.38,85.46,29.67
339.51,200.6,143.25,43.12,-7.0
128.58,392.85,234.49,81.46,50.9
142.36,299.5,307.17,24.67,73.79
239.6,206.7,266.05,14.78,34.23
176.59,325.05,292.5,7.0,57.9
259.16,152.25,236.49,16.56,29.34
215.93,406.2,92.13,94.24,92.46
352.4,128.9,213.04,7.89,0.0
40.12,648.45,214.04,77.57,126.47
102.24,524.55,246.49,34.23,95.24
381.74,153.35,134.36,29.56,30.56
290.72,131.7,242.49,-0.11,33.56
454.42,-6.1,62.68,13.67,14.56
55.12,269.5,171.92,71.57,253.49
370.07,14.45,189.59,14.78,23.56
214.82,554.55,180.7,71.79,0.89
353.4,94.45,206.04,11.89,-1.11
204.26,220.6,261.27,46.12,29.23
295.5,108.35,220.93,16.56,36.34
475.98,70.0,88.46,9.78,21.78
264.05,416.2,182.7,-1.11,31.23
298.39,368.95,149.25,22.56,60.01
143.47,638.45,132.47,63.68,111.69
222.71,230.05,295.61,6.0,11.67
409.41,-15.0,150.25,19.67,5.67
367.18,266.15,130.47,27.45,27.67
128.58,396.2,233.71,13.67,123.8
149.25,560.1,139.36,28.34,151.03
241.49,388.4,198.15,55.01,23.67
51.12,588.45,215.04,47.23,154.92
369.96,88.9,141.47,44.23,22.45
459.31,53.9,95.24,12.78,12.89
352.29,165.6,160.03,18.78,11.78
575.44,60.0,19.56,-3.0,12.0
325.73,300.6,131.47,58.01,23.67
534.1,-60.0,57.01,-1.0,2.0
410.19,-5.55,102.13,36.23,19.67
456.53,45.0,102.13,3.89,16.56
456.64,68.35,84.35,23.56,6.67
456.64,-5.55,103.13,25.56,5.67
330.84,34.45,205.04,8.89,25.34
228.6,273.95,139.25,79.46,43.01
439.86,-45.55,134.47,12.89,-2.11
64.79,573.45,129.58,132.58,153.36
146.25,205.6,334.84,37.34,34.45
119.69,472.3,107.13,91.35,183.37
384.74,171.7,139.36,2.0,21.67
511.43,0.0,58.79,6.89,4.89
312.17,192.8,202.15,34.34,-0.22
197.26,332.85,78.46,175.81,52.01
397.41,99.45,148.25,18.78,10.67
54.12,884.6,152.14,171.7,37.12
204.37,235.6,259.16,60.01,47.23
514.54,-45.55,60.79,6.78,-6.11
364.07,128.35,181.48,3.0,3.78
268.05,5.0,183.59,24.67,121.8
456.42,59.45,122.8,3.89,1.0
14.56,1777.55,49.23,46.01,121.69
293.5,13.35,196.26,31.45,58.12
397.63,-15.55,145.14,25.56,7.78
257.16,348.4,150.25,49.01,57.9
325.06,8.9,236.71,18.56,11.89
558.44,-30.0,24.56,-3.0,-8.0
273.05,-25.0,114.91,124.69,87.35
276.72,235.6,120.69,74.68,57.79
447.53,68.9,73.57,19.56,30.56
498.87,123.9,78.68,8.78,-0.11
255.38,152.25,257.27,19.67,33.23
90.35,33.35,292.5,96.13,94.35
375.18,48.35,131.47,18.56,43.12
63.68,702.9,146.25,153.03,78.35
412.3,102.8,114.8,6.89,37.45
350.62,98.35,207.26,14.67,16.78
200.26,619.0,159.03,84.46,29.34
149.03,141.15,204.26,175.59,-5.11
239.71,121.7,217.93,57.79,43.23
382.96,-11.1,145.14,20.56,23.56
269.05,112.25,236.71,35.23,18.56
539.88,-45.55,36.34,5.89,17.89
107.91,108.9,166.03,179.59,125.69
368.18,-11.1,183.48,23.56,4.0
92.24,230.05,169.7,159.14,113.91
423.08,53.9,119.8,10.67,26.67
101.91,706.8,233.6,8.89,78.35
54.12,784.05,76.46,36.23,239.38
324.84,146.7,188.37,20.56,-4.11
487.09,-5.55,92.24,5.78,-2.0
115.91,260.6,293.5,34.34,98.24
384.96,98.9,158.92,-2.0,24.34
443.75,-20.55,127.47,1.0,13.89
256.27,-11.1,173.7,73.57,62.79
118.8,1041.85,119.8,71.57,90.35
258.16,455.65,75.46,58.01,95.24
140.47,381.75,251.16,34.45,82.57
415.08,-25.55,128.47,13.78,-5.11
385.63,83.9,164.03,10.78,10.78
59.01,667.35,136.58,104.13,180.81
487.09,70.0,98.24,8.78,8.89
292.61,170.6,110.02,54.01,85.24
72.46,98.9,432.97,28.34,34.45
534.99,10.0,51.12,-7.0,10.89
337.73,108.35,207.04,22.56,-8.0
73.57,629.55,215.93,80.57,105.02
407.41,88.35,105.91,27.45,27.56
330.95,73.9,193.37,24.45,13.56
172.81,127.25,270.94,57.79,63.01
481.09,84.45,94.24,7.89,11.89
520.32,74.45,54.9,9.89,12.0
299.28,33.9,196.37,59.9,20.56
71.57,486.2,174.7,153.14,90.35
487.98,34.45,82.57,17.78,13.67
276.83,172.8,239.38,17.56,19.78
232.49,121.7,211.93,41.34,54.9
409.41,-16.1,161.14,-3.0,23.67
433.75,-0.55,136.58,2.0,-0.22
337.73,280.6,116.8,60.79,18.56
371.96,-11.1,185.59,16.67,3.0
129.47,490.1,268.05,12.89,75.57
262.94,285.6,151.14,66.68,43.12
342.62,-10.0,208.26,40.34,22.78
0.0,0.0,0.0,0.0,0.0
212.04,446.75,67.68,122.69,102.24
279.94,-5.55,237.49,49.12,18.56
372.85,186.7,146.25,13.78,1.78
59.01,352.3,259.16,107.13,93.24
238.38,13.35,243.49,43.23,49.23
246.49,111.7,282.72,2.89,34.56
330.95,69.45,236.49,6.78,1.89
427.19,182.25,127.58,-7.0,22.78
390.63,78.35,154.03,11.78,13.89
423.19,65.0,142.25,4.78,18.78
13.67,859.6,84.46,154.14,180.81
470.09,-40.0,74.68,10.67,12.67
201.15,201.7,264.16,36.34,52.01
263.27,111.7,199.15,48.23,45.01
150.03,924.05,149.36,63.79,58.9
497.76,-1.1,70.68,7.89,13.89
337.84,137.25,177.7,33.34,19.67
375.18,83.9,175.59,11.89,14.56
163.81,211.15,298.39,23.45,54.12
86.46,476.75,271.05,51.9,95.35
505.65,4.45,63.9,14.78,-0.22
405.41,53.35,77.46,29.34,48.12
548.77,49.45,32.45,-5.0,-1.11
445.64,29.45,110.8,4.78,2.89
478.87,19.45,77.46,2.0,22.78
403.3,98.9,139.25,4.78,0.0
0.0,0.0,106.02,3.89,33.45
552.66,55.0,23.56,-2.0,20.78
264.16,9.45,287.5,11.78,18.67
253.27,-60.0,289.61,35.34,16.78
511.32,-20.0,68.79,-2.0,6.0
364.18,-15.0,168.7,23.56,29.56
115.02,367.3,326.06,62.9,35.45
545.88,75.0,48.23,-1.0,-7.0
30.45,357.85,202.26,106.02,185.7
498.65,49.45,75.68,1.89,13.89
435.97,133.35,110.8,25.56,-11.0
361.07,-60.0,177.59,13.67,3.78
339.73,20.0,202.37,47.01,5.89
260.16,275.05,223.82,-5.0,43.01
68.9,873.5,148.25,171.7,19.45
437.97,65.0,132.58,16.67,16.78
263.27,88.9,284.61,1.0,44.34
285.5,43.35,261.27,0.0,23.56
53.9,275.6,219.93,93.35,179.7
375.96,162.25,152.25,29.45,14.89
157.92,325.05,289.72,70.79,14.56
415.19,49.45,121.69,17.67,14.67
423.97,107.8,113.91,14.67,1.89
102.24,221.7,266.16,186.48,11.78
381.96,103.35,155.14,16.78,34.56
550.77,60.0,29.45,-1.0,11.78
334.62,128.9,187.48,28.56,24.56
228.82,235.05,137.47,101.13,72.68
255.16,894.6,77.57,20.56,59.79
251.16,378.95,243.6,-1.11,12.67
265.16,220.6,238.49,43.23,7.89
559.55,-40.0,17.56,2.89,3.0
431.86,113.35,107.13,18.78,17.45
427.97,83.35,82.35,46.12,9.89
74.46,1143.55,195.37,60.01,21.45
201.26,717.35,213.93,10.89,11.56
207.15,57.8,293.61,28.56,40.12
339.84,38.9,217.93,15.78,21.78
341.73,250.05,135.36,-2.0,69.9
401.63,143.35,159.03,12.89,6.78
266.94,151.7,209.93,65.79,13.89
316.06,369.5,143.47,5.89,76.68
389.85,88.9,130.47,40.23,17.67
328.84,94.45,175.59,61.9,28.67
391.52,-1.1,151.25,14.67,7.78
178.59,-65.0,211.15,163.03,53.23
479.98,74.45,74.46,-1.11,18.78
188.37,171.7,241.6,75.68,60.9
429.86,122.25,118.8,4.89,-1.0
107.02,446.75,158.14,147.36,109.13
398.74,162.8,143.47,4.78,28.45
254.16,377.85,219.93,18.78,15.56
167.7,418.4,188.37,128.58,1.78
281.83,231.7,225.82,41.34,21.67
67.9,112.25,282.83,100.24,125.58
272.94,143.35,133.47,81.46,87.46
153.25,315.05,262.16,90.35,37.23
222.82,212.25,301.5,9.89,44.34
85.46,298.95,183.59,152.25,112.02
241.38,485.1,139.25,40.23,51.01
257.16,182.25,278.72,-1.11,6.89
289.61,101.7,226.71,18.78,15.56
367.07,106.7,163.03,29.56,-7.0
88.24,569.55,88.35,182.59,121.91
442.86,3.9,133.58,16.78,3.89
156.03,657.35,248.38,2.0,56.12
186.37,112.25,171.7,23.56,153.03
416.41,15.0,135.36,18.67,22.56
404.63,19.45,139.36,39.23,-3.11
329.73,33.35,161.03,47.23,37.34
355.4,98.9,120.69,49.01,45.12
298.28,485.1,108.02,5.78,69.9
145.14,87.8,381.96,9.78,34.56
317.06,-10.55,243.38,0.0,16.67
209.26,136.15,296.39,4.89,58.12
400.52,117.8,129.58,12.89,22.45
291.72,318.4,155.25,24.56,55.79
308.28,148.35,129.47,119.8,17.78
298.39,-15.0,212.93,58.01,13.67
204.26,490.65,154.03,122.8,11.78
133.58,303.95,252.27,65.68,81.68
371.18,202.25,154.03,16.56,22.78
307.28,132.8,165.81,77.68,28.67
364.29,97.25,155.03,21.56,14.67
379.74,216.7,127.58,22.67,24.67
539.1,-5.55,54.12,0.89,2.89
451.42,9.45,98.02,1.89,15.78
76.46,526.2,267.16,57.79,88.24
325.06,14.45,235.6,6.78,9.67
331.84,127.8,147.25,46.12,41.23
216.93,33.9,315.17,17.56,35.45
512.32,54.45,53.9,6.89,11.89
458.53,89.45,117.91,-1.11,26.67
22.45,265.6,298.5,65.9,171.03
191.37,148.35,294.5,33.34,58.12
157.03,107.8,258.16,9.78,133.58
491.76,28.35,67.79,5.89,0.89
135.36,584.55,200.37,103.02,21.45
281.72,196.7,134.47,50.12,95.35
230.82,210.05,246.49,50.01,16.67
200.26,221.7,301.39,28.34,15.67
463.42,-45.55,101.02,16.78,7.89
421.97,28.9,123.58,6.78,14.89
363.18,38.35,174.59,1.89,7.67
350.62,33.35,182.7,6.89,49.23
413.3,118.35,130.47,12.89,9.67
205.26,201.15,227.82,82.57,42.12
192.26,864.6,209.15,-2.0,5.67
298.5,126.7,198.26,22.56,45.34
168.7,617.35,194.26,56.9,17.67
115.02,555.65,231.71,94.24,65.79
312.06,-16.1,236.71,22.67,22.78
328.73,133.9,137.58,54.9,63.01
143.36,180.6,315.17,73.68,19.67
119.8,647.35,168.92,125.58,37.23
286.61,221.15,200.15,34.23,-2.11
84.46,466.75,114.91,135.47,180.7
339.62,34.45,144.36,24.67,82.46
460.53,88.9,111.02,16.78,-2.11
280.72,315.05,109.8,83.46,61.9
302.28,59.45,207.15,48.12,26.67
440.64,-20.55,131.69,18.78,-1.0
327.73,123.9,219.93,11.89,6.78
326.73,167.25,128.47,54.01,27.34
376.07,4.45,207.26,-2.0,1.78
288.72,62.8,206.04,46.12,30.56
362.29,255.6,100.24,32.34,62.01
459.31,69.45,70.68,16.67,11.56
246.27,35.0,275.83,16.67,48.23
184.7,0.0,336.84,45.23,53.23
289.5,18.9,211.93,14.67,47.23
267.05,396.75,183.48,40.23,9.89
307.17,122.25,194.26,40.34,6.67
303.5,451.75,127.58,12.78,52.9
343.51,-15.55,160.14,36.23,51.23
74.68,687.9,144.36,112.02,142.36
383.74,103.35,139.47,21.56,28.56
238.71,731.8,152.25,43.23,39.45
219.82,276.15,277.72,28.45,11.67
445.64,63.9,104.02,9.78,12.78
538.77,40.0,35.34,3.0,1.89
43.34,175.6,122.58,354.4,28.56
290.61,136.15,211.04,-7.0,49.23
72.79,364.5,262.94,48.01,124.47
133.36,266.15,282.61,71.57,32.23
293.61,74.45,257.16,17.78,16.56
367.96,108.9,177.81,25.56,0.0
486.09,68.9,88.46,5.89,7.78
356.29,206.7,141.25,28.56,26.56
489.98,88.9,81.57,0.89,1.78
266.16,226.7,124.8,64.68,104.02
489.98,20.0,84.35,3.89,7.89
279.72,165.6,215.93,28.45,15.78
197.26,101.7,315.95,0.89,22.56
449.42,72.8,72.68,5.89,35.45
449.75,43.35,88.46,37.34,22.78
403.41,88.35,128.58,17.67,24.67
203.15,609.0,139.25,65.68,38.23
250.49,471.2,175.81,68.68,10.78
511.32,10.0,63.79,-5.0,5.0
178.48,-35.55,326.06,18.56,58.01
223.82,320.05,241.38,56.01,15.89
369.96,329.5,124.69,16.67,7.78
539.1,-70.0,55.01,0.89,-1.0
238.49,202.25,263.94,-2.0,52.12
132.58,285.05,219.04,87.35,94.02
281.72,63.35,220.04,26.45,46.12
292.72,265.05,205.04,19.67,26.56
503.76,133.9,63.68,15.78,10.0
107.13,1118.55,150.25,106.13,-0.22
50.23,171.7,192.48,244.49,88.46
503.43,4.45,52.01,9.78,4.89
0.0,29.45,69.79,16.78,10.78
382.85,270.6,137.36,4.0,27.67
75.46,845.15,142.47,103.13,116.91
78.35,909.05,159.14,134.47,41.23
461.53,23.9,88.46,23.67,28.56
349.4,136.15,156.03,28.56,4.89
390.63,58.35,145.25,35.45,11.0
447.53,-45.0,104.13,18.67,19.67
213.82,309.5,222.93,22.67,70.68
205.15,226.7,83.35,117.69,124.47
301.28,197.25,188.37,29.45,17.45
186.37,401.75,205.26,37.34,81.57
303.17,-0.55,165.03,78.57,50.23
400.41,98.9,122.58,5.78,23.56
520.32,70.0,52.9,8.89,1.89
188.37,298.4,202.37,74.68,62.9
268.05,-6.1,208.15,35.23,78.68
248.49,93.35,295.5,14.67,10.67
419.3,177.8,136.36,9.78,6.0
189.48,696.25,209.04,36.34,1.89
11.78,1201.9,78.57,67.79,188.48
397.63,-10.0,151.25,24.56,10.67
91.35,677.9,245.49,41.23,87.35
254.38,212.25,202.26,65.68,53.23
461.31,-10.55,112.91,9.89,-6.11
580.11,-30.0,-2.11,-1.0,1.0
434.97,83.9,124.58,10.89,18.78
463.42,-35.0,114.02,1.0,19.67
251.49,-60.0,133.47,126.58,74.57
236.71,329.5,261.27,-5.0,36.12
429.97,-1.1,113.02,13.67,22.56
327.95,72.25,203.15,11.78,10.67
341.73,259.5,140.36,27.56,26.45
168.92,230.6,175.7,69.57,115.69
515.54,30.0,0.0,6.0,8.0
375.07,195.6,121.69,20.56,19.56
68.68,534.0,239.38,19.56,144.47
226.71,222.25,223.82,37.23,76.79
244.49,344.5,172.92,123.69,12.0
237.71,201.7,169.7,41.34,103.91
477.09,69.45,99.13,2.89,4.89
333.95,202.25,147.25,41.23,55.12
285.83,0.0,182.7,76.68,0.0
157.14,28.9,236.71,139.47,57.9
574.44,-55.0,31.56,-1.0,6.0
97.13,750.15,176.59,106.13,46.12
226.6,250.05,223.71,7.89,57.79
260.16,99.45,219.04,55.9,56.9
430.97,98.9,128.47,10.78,-4.11
245.6,118.35,224.93,117.8,3.0
466.31,162.8,48.12,18.67,52.23
61.01,634.55,148.25,87.46,192.37
423.97,182.8,106.02,18.56,6.78
347.51,93.35,199.15,0.0,26.67
455.53,270.6,39.23,16.67,43.34
310.39,23.35,184.48,34.34,45.12
368.96,123.9,168.7,-1.11,27.67
475.2,-10.55,108.13,13.78,8.0
98.02,867.95,222.82,74.57,7.0
327.84,412.85,148.14,18.78,8.67
354.4,4.45,205.04,12.89,3.78
