Customer Identity,First Policy´s Year,Brithday Year,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
264,1980,1946,3 - BSc/MSc,3195,4,0,320.97,0.35,345.40,-30.00,156.03,24.45,36.12
265,1994,1975,3 - BSc/MSc,2715,4,1,-41.33,1.03,472.20,-25.00,108.02,12.89,-2.11
266,1997,1990,3 - BSc/MSc,881,1,1,1160.88,0.00,163.92,727.35,151.25,66.68,76.68
267,1993,1982,3 - BSc/MSc,1282,4,1,572.77,0.11,511.32,99.45,63.90,2.00,-5.00
268,1984,1972,2 - High School,2247,3,1,431.42,0.37,428.08,157.80,106.02,22.56,5.78
269,1976,1977,2 - High School,1697,4,1,-42.67,1.02,331.84,177.80,181.70,44.12,17.67
270,1983,1942,2 - High School,3532,4,1,259.06,0.51,328.95,8.90,188.48,46.12,7.67
271,1980,1946,3 - BSc/MSc,4032,2,0,210.71,0.65,241.49,103.90,285.72,43.12,5.78
272,1983,1976,1 - Basic,2451,4,1,152.59,0.75,450.53,176.70,94.35,1.89,0.89
273,1980,1981,2 - High School,2048,1,1,373.07,0.46,313.17,177.25,145.25,92.35,14.78
274,1993,1968,2 - High School,2029,3,1,417.44,0.21,484.76,-30.55,55.01,18.78,35.45
275,1995,1949,2 - High School,3869,1,0,-25.00,1.00,248.38,185.60,215.82,20.67,40.12
276,1990,1947,2 - High School,3504,1,0,222.16,0.68,204.04,226.70,240.60,33.45,76.57
277,1995,1968,3 - BSc/MSc,2888,1,1,-60.00,1.06,540.77,50.00,46.23,-5.00,-10.00
278,1991,1948,1 - Basic,2937,3,0,287.95,0.61,156.92,298.40,195.37,63.79,92.24
279,1984,1941,2 - High School,4343,1,1,321.62,0.56,281.61,235.60,147.36,65.90,65.01
280,1998,1938,1 - Basic,4386,1,0,193.04,0.79,96.02,541.20,189.59,127.69,90.35
281,1985,1987,3 - BSc/MSc,1076,3,1,241.05,0.61,269.05,98.35,266.16,-3.00,58.12
282,1977,1962,3 - BSc/MSc,3083,1,1,-175.00,1.30,506.43,-75.00,55.90,5.89,1.78
283,1995,1964,2 - High School,2419,2,1,473.43,0.16,499.54,33.90,59.79,-6.00,4.89
284,1988,1997,1 - Basic,1281,3,1,284.06,0.70,71.57,549.55,161.03,120.80,119.69
285,1995,1944,3 - BSc/MSc,3550,4,0,10.34,0.96,209.93,298.40,233.60,36.45,35.34
286,1992,1977,2 - High School,1957,2,1,414.98,0.25,426.08,13.90,123.58,18.78,4.78
287,1987,1953,3 - BSc/MSc,3301,3,1,698.57,0.21,333.73,413.40,129.58,23.56,18.45
288,1988,1975,2 - High School,2193,3,1,618.80,0.00,139.58,82.25,246.49,72.57,102.91
289,1976,1992,1 - Basic,1202,1,1,172.26,0.77,48.01,334.50,182.59,145.25,149.25
290,1987,1991,2 - High School,902,1,0,73.02,0.87,48.12,215.05,249.49,140.47,98.02
291,1994,1977,3 - BSc/MSc,1918,1,1,144.26,0.77,325.73,210.60,162.92,-2.00,39.34
292,1992,1992,2 - High School,1192,4,0,562.11,0.26,247.38,265.05,128.58,81.35,74.68
293,1974,1944,2 - High School,3167,4,1,-133.24,1.10,168.03,609.55,216.82,94.35,13.89
294,1977,1978,2 - High School,2128,1,1,541.54,0.30,348.62,241.70,151.14,44.23,23.78
295,1994,1946,3 - BSc/MSc,3579,4,0,390.75,0.28,445.53,-10.00,107.91,9.78,22.78
296,1991,1972,2 - High School,1956,4,0,190.82,0.81,172.59,725.15,181.48,43.23,5.67
297,,1955,4 - PhD,3591,,,-49.11,1.04,447.64,-25.00,130.58,0.89,12.89
298,1992,1956,3 - BSc/MSc,3409,1,1,-111.55,1.16,386.74,-30.55,151.03,25.45,16.78
299,1987,1949,4 - PhD,3388,4,0,-43.78,1.03,430.08,58.90,138.47,18.78,13.89
300,1991,1940,2 - High School,3598,4,0,-25.00,1.00,285.83,54.45,259.27,30.56,22.45
301,1985,1976,3 - BSc/MSc,2328,4,1,29.01,0.92,187.59,141.15,246.27,80.46,26.45
302,1976,1991,1 - Basic,1497,1,0,1356.71,0.05,41.23,1089.10,69.68,101.24,150.14
303,1994,1966,2 - High School,2079,1,1,-59.34,1.06,460.42,19.45,41.12,34.34,49.23
304,1977,1985,3 - BSc/MSc,1687,2,1,-86.45,1.10,233.60,48.35,200.15,14.78,109.80
305,1995,1982,3 - BSc/MSc,2095,3,1,-20.00,0.99,434.08,40.00,137.47,15.78,20.78
306,1989,1943,3 - BSc/MSc,3345,3,0,-37.31,1.02,252.16,-6.10,292.50,-0.11,13.67
307,1996,1991,3 - BSc/MSc,1624,1,1,81.14,0.83,102.91,87.25,352.51,54.01,35.12
308,1993,1941,3 - BSc/MSc,3688,4,0,345.50,0.53,174.59,246.70,314.28,13.67,37.12
309,1975,1943,4 - PhD,4118,4,0,-50.22,1.05,443.75,-40.00,123.58,12.89,14.78
310,1978,1987,2 - High School,1786,3,0,13.23,0.95,287.72,187.80,230.82,38.23,24.67
311,1985,1972,2 - High School,1731,2,1,9.45,0.95,245.38,142.80,280.83,34.45,2.89
312,1976,1954,3 - BSc/MSc,3927,3,1,145.47,0.77,456.64,182.80,103.91,6.00,-4.11
313,1991,1955,3 - BSc/MSc,2896,4,1,683.80,0.00,388.74,132.25,129.69,25.56,32.56
314,1982,1976,4 - PhD,2646,1,1,417.99,0.18,532.99,-40.00,41.12,6.00,-2.00
315,1975,1956,1 - Basic,3179,3,1,-102.57,1.09,204.26,383.40,158.03,77.57,73.46
316,1976,1946,3 - BSc/MSc,3834,3,0,151.04,0.77,323.06,225.05,165.92,11.67,37.34
317,1980,1987,1 - Basic,1569,4,1,14.23,0.97,92.35,1025.75,195.26,54.12,53.12
318,1987,1990,3 - BSc/MSc,1779,4,1,331.50,0.49,211.04,128.90,284.72,63.90,16.56
319,1984,1959,2 - High School,2802,4,0,25.23,0.93,332.95,94.45,210.93,24.67,25.56
320,1990,1985,2 - High School,2297,4,1,320.62,0.52,210.15,171.70,209.04,82.57,52.90
321,1974,1971,3 - BSc/MSc,2675,4,1,377.97,0.31,432.97,-15.00,145.36,7.89,14.78
322,1986,1968,2 - High School,2333,4,1,591.00,0.19,366.29,206.70,140.25,0.89,42.12
323,1992,1939,2 - High School,3789,4,0,320.85,0.37,344.73,-50.00,207.26,4.89,46.23
324,1980,1990,2 - High School,1081,1,1,346.53,0.55,242.38,307.85,171.92,17.67,81.35
325,1979,1984,3 - BSc/MSc,1371,3,1,-69.23,1.07,269.83,62.80,203.15,44.23,50.23
326,1982,1979,2 - High School,1967,3,1,-16.22,0.99,371.96,92.80,107.91,8.78,52.79
327,1980,1945,4 - PhD,3346,1,0,242.16,0.65,222.04,201.70,284.61,16.56,28.56
328,1991,1994,2 - High School,1533,4,1,205.48,0.72,261.94,295.05,124.80,69.57,64.57
329,1995,1991,1 - Basic,1796,1,1,-222.37,1.25,96.24,235.60,210.93,197.37,34.34
330,1979,1935,2 - High School,4292,1,1,-47.77,1.04,457.64,-20.55,94.35,47.23,-1.11
331,1979,1986,2 - High School,1421,4,1,825.73,0.24,104.02,695.70,248.27,7.78,58.79
332,1997,1940,3 - BSc/MSc,4097,4,0,402.08,0.40,422.30,123.90,146.36,14.78,4.78
333,1989,1943,3 - BSc/MSc,3810,4,0,-33.77,1.01,364.18,9.45,208.26,11.89,-2.11
334,1995,1987,3 - BSc/MSc,1468,1,0,214.82,0.72,138.58,342.85,260.16,101.24,24.45
335,1987,1966,3 - BSc/MSc,2257,3,1,549.32,0.17,430.08,113.90,119.80,-1.00,31.34
336,1990,1954,3 - BSc/MSc,3781,3,1,470.19,0.27,406.30,104.45,118.69,14.78,30.34
337,1976,1967,3 - BSc/MSc,3149,3,1,176.25,0.74,452.42,212.25,89.35,12.89,1.89
338,1987,1936,3 - BSc/MSc,4064,1,0,59.70,0.85,249.38,13.35,240.60,40.12,31.23
339,1988,1973,3 - BSc/MSc,2357,3,1,46.89,0.89,539.88,60.00,23.45,11.89,11.78
340,1979,1996,1 - Basic,1288,1,0,455.43,0.38,11.67,245.05,183.70,223.71,104.91
341,1981,1994,3 - BSc/MSc,1835,1,1,361.73,0.49,175.81,197.25,283.72,57.79,44.12
342,1989,1949,2 - High School,3672,1,0,103.90,0.82,126.80,128.90,137.47,219.04,105.91
343,1974,1951,4 - PhD,3878,4,1,455.10,0.16,492.76,-15.55,81.57,12.89,2.89
344,1976,1978,3 - BSc/MSc,782,1,1,413.41,0.47,185.48,300.05,298.50,24.45,22.67
345,1983,1965,2 - High School,2275,4,1,278.85,0.41,388.63,-40.00,139.25,4.78,23.45
346,1989,1938,3 - BSc/MSc,3442,1,1,52.78,0.88,452.53,84.45,106.02,1.89,6.67
347,1975,1972,2 - High School,2658,1,1,-31.22,1.01,479.98,98.90,85.46,17.78,-8.00
348,1991,1956,3 - BSc/MSc,3266,4,1,26.45,0.93,420.30,88.90,140.47,35.45,2.00
349,1975,1991,3 - BSc/MSc,1628,3,1,219.49,0.76,124.69,539.00,216.93,119.80,7.78
350,1985,1984,3 - BSc/MSc,1475,4,1,467.20,0.24,431.86,78.90,99.02,18.56,15.78
351,1984,1945,2 - High School,3353,4,0,34.01,0.95,136.58,695.70,210.04,38.23,59.01
352,1975,1983,2 - High School,1225,1,1,-39.67,1.03,327.06,3.90,188.37,25.56,40.23
353,1980,1994,2 - High School,1043,1,0,199.92,0.71,46.12,212.25,177.59,148.25,181.70
354,1996,1989,3 - BSc/MSc,1315,1,1,490.32,0.21,499.54,70.00,67.68,-1.11,16.89
355,1974,1985,1 - Basic,1392,4,1,113.36,0.84,131.47,348.40,164.81,167.92,42.12
356,1978,1980,2 - High School,1978,1,1,304.84,0.54,343.62,156.70,127.69,13.78,75.46
357,1985,1990,3 - BSc/MSc,1486,4,1,211.15,0.69,163.03,211.70,335.73,25.45,24.45
358,1985,1982,3 - BSc/MSc,2028,4,1,-32.89,1.01,523.21,75.00,46.01,7.89,14.89
359,1988,1945,2 - High School,3494,3,0,-33.89,1.01,322.06,271.15,216.82,5.00,13.89
360,1978,1970,1 - Basic,2298,3,1,-17.00,0.99,503.76,49.45,75.68,18.67,8.00
361,1995,1983,2 - High School,2215,1,1,124.15,0.79,420.19,151.15,109.02,-1.00,25.67
362,1988,1944,3 - BSc/MSc,3806,4,0,-23.88,1.00,129.58,18.90,278.72,71.57,89.35
363,1990,1945,2 - High School,3517,4,0,8.56,0.95,275.72,166.15,239.49,2.00,33.56
364,1986,1955,2 - High School,3307,1,1,414.64,0.33,440.75,106.70,101.24,4.78,-1.11
365,1987,1936,3 - BSc/MSc,4402,2,0,30.24,0.90,190.37,-10.55,253.16,65.79,57.79
366,1975,1945,2 - High School,3377,3,0,646.25,0.30,206.15,465.10,124.58,81.57,76.68
367,1985,1995,2 - High School,1233,1,1,37.79,0.94,86.35,564.00,198.26,130.69,67.90
368,1977,1964,4 - PhD,2936,4,1,-121.00,1.18,585.22,-35.00,5.78,-4.00,-11.00
369,1990,1969,2 - High School,3012,3,1,417.64,0.35,456.53,93.90,104.02,15.78,13.89
370,1981,1986,2 - High School,1506,4,1,508.20,0.32,333.84,222.25,202.37,22.45,-0.22
371,1985,1953,3 - BSc/MSc,2742,4,0,328.62,0.57,121.91,276.15,96.13,231.71,106.02
372,1987,1969,3 - BSc/MSc,3057,4,1,447.43,0.22,462.53,13.90,98.13,-2.00,29.56
373,1987,1987,2 - High School,1802,4,1,-28.33,1.01,414.08,9.45,130.69,19.56,12.78
374,1974,1966,3 - BSc/MSc,2639,1,1,483.32,0.17,514.21,40.00,49.01,5.89,4.89
375,1980,1969,2 - High School,1901,4,1,8.78,0.95,515.54,30.00,66.79,6.78,3.00
376,1992,1946,3 - BSc/MSc,3648,3,0,340.41,0.52,161.81,235.05,273.05,31.45,64.68
377,1992,1962,2 - High School,2594,4,1,123.59,0.78,395.52,127.25,119.80,-4.00,25.34
378,1989,1990,1 - Basic,1356,3,1,656.01,0.24,143.47,338.95,220.04,88.46,110.13
379,1990,1958,3 - BSc/MSc,3063,1,0,409.75,0.29,384.63,53.90,164.81,2.89,3.78
380,1996,1949,3 - BSc/MSc,4075,4,0,46.46,0.89,251.27,160.60,195.26,69.57,1.89
381,1976,1954,2 - High School,2940,4,0,407.41,0.46,350.62,230.05,137.58,65.90,15.89
382,1977,1996,3 - BSc/MSc,1165,4,1,570.10,0.45,183.59,595.10,135.58,121.80,48.90
383,1993,1960,3 - BSc/MSc,2688,4,1,0.00,0.96,550.77,35.00,35.34,-1.00,8.00
384,1978,1954,1 - Basic,2985,2,0,344.96,0.59,183.70,369.50,155.14,80.46,105.80
385,1993,1977,3 - BSc/MSc,1834,4,1,38.24,0.90,421.08,63.35,120.80,-0.11,11.67
386,1981,1984,4 - PhD,2295,1,1,178.36,0.72,304.17,182.80,223.82,14.78,5.78
387,1997,1990,2 - High School,1266,1,1,190.82,0.53,139.58,270.05,,28.56,25.67
388,1981,1971,3 - BSc/MSc,2773,4,1,404.88,0.19,545.88,-55.00,35.23,-6.00,9.00
389,1986,1951,3 - BSc/MSc,3036,1,1,290.07,0.50,292.72,52.80,230.71,19.56,30.45
390,1985,1983,3 - BSc/MSc,1636,1,1,-34.78,1.01,297.50,104.45,271.05,24.67,14.89
391,1996,1976,4 - PhD,1448,4,1,501.99,0.15,530.10,35.00,55.01,4.89,-4.00
392,1991,1952,3 - BSc/MSc,3983,1,0,455.75,0.47,62.68,427.85,380.74,9.78,34.23
393,1986,1994,2 - High School,1850,1,0,590.55,0.49,7.67,791.25,221.71,181.59,1.78
394,1993,1983,4 - PhD,2206,4,1,503.31,0.27,348.51,138.35,163.92,29.56,41.45
395,1989,1992,2 - High School,1124,1,1,995.86,0.24,74.68,942.40,182.70,72.68,78.46
396,1976,1958,3 - BSc/MSc,3383,1,1,351.07,0.36,333.84,9.45,186.48,16.56,42.23
397,1989,1975,3 - BSc/MSc,2216,4,1,313.51,0.46,363.18,53.90,164.92,25.45,24.67
398,1986,2000,1 - Basic,415,1,1,-218.48,1.22,52.01,348.40,49.01,193.48,225.82
399,1991,1952,2 - High School,3123,4,1,440.77,0.34,332.84,165.60,189.37,-6.00,26.67
400,1978,1990,3 - BSc/MSc,972,1,1,386.20,0.46,50.90,220.05,314.28,29.56,140.25
401,1976,1976,3 - BSc/MSc,1483,4,1,392.75,0.34,331.73,68.35,214.93,-6.00,23.67
402,1990,1980,2 - High School,2037,1,1,71.13,0.90,96.13,416.20,201.37,13.78,195.37
403,1977,1970,3 - BSc/MSc,2198,4,1,607.11,0.00,532.99,50.00,39.12,2.00,8.00
404,1994,1954,2 - High School,3757,3,0,334.51,0.61,211.93,373.95,180.70,54.12,93.46
405,1978,1996,1 - Basic,1526,4,1,62.45,0.90,19.45,364.50,199.15,158.92,137.58
406,1975,1960,2 - High School,2915,4,1,421.22,0.21,534.21,-40.55,60.01,9.89,3.00
407,1996,1946,4 - PhD,3439,4,1,-73.90,1.08,393.63,92.25,110.02,26.45,22.45
408,1977,1981,3 - BSc/MSc,1889,4,1,272.40,0.45,297.61,-35.55,217.93,35.34,29.23
409,1994,1956,3 - BSc/MSc,3052,1,1,-82.90,1.08,265.94,206.15,199.37,57.90,28.56
410,1978,1979,1 - Basic,1648,3,1,441.20,0.37,444.53,167.80,88.35,21.67,12.89
411,1987,1951,2 - High School,2891,4,0,52.13,0.87,339.84,-30.00,157.03,65.79,41.34
412,1983,1966,2 - High School,2779,4,1,-7.44,0.98,375.96,143.35,154.03,30.45,12.89
413,1992,1963,3 - BSc/MSc,2650,2,1,506.99,0.14,531.99,34.45,49.23,2.89,
414,1977,1981,4 - PhD,1780,3,1,306.94,0.50,276.94,55.00,202.37,87.24,38.45
415,1988,1971,2 - High School,2618,4,1,-45.78,1.03,492.76,113.90,70.68,-4.00,16.78
416,1990,1984,3 - BSc/MSc,1436,4,1,379.08,0.38,332.84,58.35,230.82,13.78,12.89
417,1979,1943,2 - High School,4177,4,0,-36.32,1.02,449.53,-10.55,109.80,9.78,7.00
418,1995,1967,3 - BSc/MSc,2609,4,1,-39.00,1.02,533.88,15.00,39.23,-7.00,17.89
419,1994,1974,4 - PhD,2017,1,1,457.75,0.20,473.31,25.00,92.13,10.67,4.89
420,1987,,2 - High School,3219,1,1,379.30,0.33,404.52,42.80,152.25,7.78,-0.11
421,1987,1967,3 - BSc/MSc,2621,4,1,194.14,0.70,427.86,163.35,73.68,18.56,37.23
422,1979,1957,2 - High School,2885,4,1,-52.56,1.03,316.17,358.40,130.58,27.56,42.01
423,1992,1948,3 - BSc/MSc,3534,4,0,398.08,0.45,455.53,212.25,75.57,27.56,4.89
424,1996,1962,2 - High School,3099,1,1,64.13,0.85,232.71,-5.00,195.37,148.25,14.67
425,1993,1975,3 - BSc/MSc,1777,1,0,396.19,0.35,316.06,82.25,95.24,130.69,25.56
426,1981,1977,3 - BSc/MSc,1947,4,1,271.39,0.50,332.73,38.35,187.37,0.89,36.34
427,1980,1983,3 - BSc/MSc,2354,1,1,-19.89,0.99,408.41,128.35,139.47,15.67,20.78
428,1988,1974,3 - BSc/MSc,1565,4,0,500.88,0.13,522.10,24.45,45.23,9.89,3.78
429,1994,1989,3 - BSc/MSc,1386,3,1,210.71,0.68,235.71,181.15,234.60,28.34,62.01
430,1995,1954,1 - Basic,3045,3,1,354.97,0.59,240.49,450.65,114.91,70.68,55.90
431,1980,1940,3 - BSc/MSc,4209,1,0,129.81,0.79,152.14,196.15,354.51,41.34,6.78
432,1976,1964,2 - High School,2430,1,1,-13.32,0.98,481.20,13.90,88.35,-1.11,3.78
433,1996,1995,2 - High School,557,3,0,575.10,0.45,83.46,600.10,149.36,213.15,42.12
434,1984,1945,3 - BSc/MSc,3488,3,0,-32.89,1.01,405.41,48.90,163.92,1.89,6.00
435,1984,1954,3 - BSc/MSc,3512,4,1,437.65,0.22,420.97,28.90,124.80,12.78,8.67
436,1989,1990,2 - High School,2144,3,1,19.12,0.96,198.48,619.55,207.15,10.67,54.79
437,1974,1967,3 - BSc/MSc,2612,1,1,-51.11,1.05,426.86,-30.00,136.58,3.89,23.67
438,1995,1950,3 - BSc/MSc,3498,4,0,-41.78,1.02,324.95,127.80,209.93,18.78,16.78
439,1987,1974,1 - Basic,1475,1,1,325.97,0.54,146.36,248.95,268.83,7.89,94.13
440,1992,1946,1 - Basic,3827,4,0,132.81,0.78,222.71,146.70,136.58,94.13,105.24
441,1985,1939,3 - BSc/MSc,4316,4,0,288.07,0.43,336.73,-35.55,227.71,1.89,13.78
442,1993,1967,4 - PhD,2957,1,1,284.53,0.38,449.53,-70.00,115.80,6.78,
443,1980,1972,3 - BSc/MSc,2119,1,1,139.13,0.77,373.85,153.35,165.92,10.78,0.78
444,1992,1989,3 - BSc/MSc,1121,4,1,-36.67,1.02,197.37,102.25,280.61,11.67,49.90
445,1981,1988,2 - High School,865,3,1,-34.78,1.01,87.24,99.45,379.85,9.78,83.24
446,1978,1966,1 - Basic,2582,2,1,-59.34,1.05,231.60,98.90,246.38,34.34,47.90
447,1987,1951,3 - BSc/MSc,3111,2,0,-48.56,1.03,239.38,156.70,228.82,23.56,57.90
448,1986,1997,2 - High School,1326,2,0,652.90,0.41,108.91,677.90,134.58,86.35,140.58
449,1991,1969,2 - High School,2252,1,1,427.53,0.27,450.64,43.90,116.80,1.89,7.78
450,1988,1947,3 - BSc/MSc,4039,4,0,-54.67,1.04,371.96,128.35,169.81,-7.00,15.67
451,1991,1943,3 - BSc/MSc,4021,4,0,46.01,0.90,157.03,182.25,292.39,52.12,59.12
452,1994,1943,2 - High School,4132,4,0,719.91,0.23,212.04,447.30,191.48,31.34,85.57
453,1987,1987,3 - BSc/MSc,1617,4,1,243.60,0.69,340.73,334.50,128.69,65.90,7.78
454,1986,1971,3 - BSc/MSc,2616,3,1,484.65,0.18,445.64,39.45,112.91,8.78,15.78
455,1994,1990,3 - BSc/MSc,1721,1,1,336.61,0.61,142.47,393.95,291.61,32.34,72.79
456,1992,1947,2 - High School,3669,3,0,-67.23,1.04,240.60,524.55,176.81,34.34,42.23
457,1983,1982,3 - BSc/MSc,1760,4,1,236.28,0.65,268.16,225.05,217.82,36.23,9.78
458,1997,1987,3 - BSc/MSc,1528,4,1,508.87,0.26,381.07,152.80,178.70,4.78,5.89
459,1993,1939,1 - Basic,3776,3,0,259.16,0.58,175.81,108.35,261.27,19.67,119.58
460,1981,1958,3 - BSc/MSc,3128,4,1,-51.67,1.04,341.73,98.35,220.93,4.89,21.78
461,1986,1943,1 - Basic,4013,3,0,439.43,0.35,298.61,146.15,118.91,64.79,84.46
462,1995,1967,3 - BSc/MSc,2641,4,1,-26.21,1.00,536.10,-0.55,39.12,,-0.11
463,1992,1997,1 - Basic,864,4,0,481.43,0.48,62.01,505.10,263.94,83.35,60.68
464,1994,1994,1 - Basic,1029,4,0,52.35,0.93,26.34,760.70,169.70,159.92,51.01
465,1993,1955,4 - PhD,4045,4,1,411.20,0.24,440.86,-15.55,124.58,10.89,13.78
466,1991,1973,2 - High School,2162,1,0,343.97,0.38,378.74,33.35,140.47,43.12,3.89
467,1982,1979,3 - BSc/MSc,1691,4,1,103.35,0.82,404.63,128.35,137.36,23.67,14.67
468,1995,1969,3 - BSc/MSc,2615,1,1,445.66,0.18,471.09,23.90,87.24,-3.00,-5.11
469,1977,1997,1 - Basic,1257,4,1,220.92,0.76,59.01,506.75,118.91,242.49,77.35
470,1988,1976,1 - Basic,2423,1,1,307.84,0.49,227.82,102.25,219.82,67.68,37.34
471,1977,1979,3 - BSc/MSc,2380,4,1,501.21,0.15,478.98,24.45,91.35,10.89,11.89
472,1978,1974,2 - High School,1612,4,1,234.07,0.54,362.29,-25.55,148.25,52.12,30.45
473,1987,1955,3 - BSc/MSc,3232,2,1,38.80,0.90,460.42,97.25,56.79,9.89,33.45
474,1975,1969,3 - BSc/MSc,2532,3,1,499.88,0.11,520.32,-0.55,57.90,7.00,1.89
475,1987,1968,2 - High School,3219,1,1,414.32,0.28,404.52,42.80,152.25,7.78,-0.11
476,1982,1998,1 - Basic,1171,4,0,9.34,0.98,84.35,1363.60,73.68,50.01,83.24
477,1977,1959,2 - High School,3067,2,1,1003.64,0.00,212.04,549.55,96.35,65.79,104.91
478,1991,1957,3 - BSc/MSc,3242,4,1,314.84,0.54,345.73,176.70,206.15,5.89,11.89
479,1994,1977,1 - Basic,2105,4,0,3.34,0.96,299.28,167.25,162.92,28.34,51.01
480,1989,1977,2 - High School,2315,4,1,401.86,0.38,431.86,133.90,111.80,9.78,4.78
481,1984,1999,1 - Basic,1581,4,1,866.27,0.21,30.34,683.45,98.13,71.68,249.16
482,1982,1987,3 - BSc/MSc,973,1,1,841.61,0.13,302.39,510.10,131.47,22.67,31.45
483,1980,1959,1 - Basic,3215,4,0,-109.46,1.10,120.58,298.95,276.72,84.46,40.45
484,1985,1994,1 - Basic,1051,1,0,352.73,0.64,56.79,555.65,193.48,74.57,160.14
485,1990,1969,2 - High School,2614,4,1,12.78,0.94,407.41,59.45,125.69,11.67,33.34
486,1977,1940,2 - High School,3279,1,0,88.47,0.88,245.27,427.85,138.36,32.45,99.35
487,1978,1959,3 - BSc/MSc,2534,4,1,586.66,0.41,231.49,565.65,192.37,10.78,35.23
488,1982,1974,2 - High School,2510,1,1,186.37,0.67,272.94,44.45,220.04,44.23,61.79
489,1977,1947,3 - BSc/MSc,,3,0,-52.56,1.09,,0.00,278.83,,27.56
490,1985,1979,2 - High School,1602,4,1,412.42,0.26,433.08,4.45,135.58,20.56,-0.11
491,1994,1952,2 - High School,3107,4,1,-3.33,0.97,379.74,177.25,129.69,21.67,20.45
492,1992,1968,3 - BSc/MSc,2386,4,1,567.00,0.00,486.76,10.00,86.35,-5.00,13.89
493,1979,1981,2 - High School,1924,4,1,139.59,0.81,96.02,372.85,258.05,65.79,68.57
494,1975,1948,1 - Basic,3950,4,1,72.02,0.87,236.49,202.25,214.04,47.12,49.90
495,1992,1995,3 - BSc/MSc,721,3,0,59.35,0.86,84.35,34.45,152.14,124.58,212.04
496,1983,1979,3 - BSc/MSc,1807,1,1,299.62,0.57,312.06,226.70,175.59,36.45,12.56
497,1980,1993,3 - BSc/MSc,1175,4,1,23.01,0.94,70.68,288.95,347.40,22.67,92.46
498,1977,1998,1 - Basic,1260,4,1,-64.12,1.04,120.58,641.80,128.69,153.14,39.12
499,1996,1940,2 - High School,3596,4,1,390.97,0.37,415.30,70.00,160.14,-5.00,15.67
500,1984,1975,3 - BSc/MSc,2249,4,1,230.72,0.54,295.61,-25.00,274.94,15.67,0.78
501,1980,1965,3 - BSc/MSc,2428,1,1,474.55,0.13,487.87,-11.10,73.57,7.89,14.89
502,1978,1968,2 - High School,2483,1,1,625.68,0.00,160.03,73.35,129.69,116.91,170.70
503,1990,1957,2 - High School,2241,1,0,17.90,0.96,176.70,506.20,207.04,78.46,35.56
504,1994,1941,3 - BSc/MSc,3378,4,0,328.40,0.49,370.18,93.90,187.48,11.89,28.67
505,1976,1942,3 - BSc/MSc,3754,4,0,33.79,0.92,184.37,172.80,296.50,9.89,68.68
506,1977,1983,3 - BSc/MSc,1508,1,1,-72.90,1.08,296.50,10.00,156.14,85.46,57.90
507,1998,1942,1 - Basic,3743,1,0,-46.67,1.02,85.24,554.00,307.39,46.12,24.45
508,1978,1959,2 - High School,3212,1,1,-25.00,1.00,316.95,33.90,189.59,41.34,39.45
509,1991,1975,2 - High School,2315,1,1,323.40,0.51,352.29,148.35,181.59,3.89,22.45
510,1983,1972,2 - High School,1954,4,1,29.79,0.91,460.31,9.45,55.12,55.01,-0.22
511,1989,1996,1 - Basic,768,2,1,194.93,0.83,287.72,840.15,85.46,67.79,10.00
512,1985,1960,2 - High School,2878,1,1,195.15,0.65,298.61,34.45,153.14,78.46,63.90
513,1987,1976,4 - PhD,1236,1,1,-103.22,1.15,444.75,-70.00,130.47,6.89,-4.11
514,1977,1975,2 - High School,2267,1,1,-25.00,1.00,273.05,185.60,162.92,,75.79
515,1976,1982,2 - High School,2022,1,1,625.79,0.27,238.71,367.85,242.49,30.56,13.67
516,1988,1954,3 - BSc/MSc,3986,4,0,454.09,0.38,270.94,235.60,187.59,27.45,48.90
517,1993,1986,3 - BSc/MSc,2047,4,1,226.49,0.62,,304.50,239.49,53.01,62.01
518,1996,1974,3 - BSc/MSc,2089,1,1,461.20,0.23,443.86,39.45,125.80,11.67,8.78
519,1988,1981,2 - High School,635,4,1,208.93,0.71,151.36,284.50,250.27,101.02,18.45
520,1995,1957,2 - High School,2650,4,1,572.46,0.31,225.71,371.75,168.70,40.23,58.01
521,1983,1973,1 - Basic,1788,1,1,544.87,0.31,373.07,281.15,84.35,43.12,41.23
522,1981,1963,4 - PhD,2782,4,1,526.44,0.08,545.99,4.45,45.12,-4.00,5.00
523,1983,1994,1 - Basic,1012,4,0,717.03,0.00,63.90,206.15,122.69,183.48,165.81
524,1981,1972,3 - BSc/MSc,2951,4,1,-66.10,1.07,478.20,-20.55,102.13,7.00,6.89
525,1986,1939,3 - BSc/MSc,4056,2,0,16.91,0.93,64.68,13.35,440.86,28.56,30.23
526,1977,1940,3 - BSc/MSc,3936,4,0,441.75,0.52,129.58,466.75,322.06,33.45,23.56
527,1982,1999,1 - Basic,840,4,1,-23.54,1.00,132.69,165.60,137.36,129.69,164.14
528,1975,1961,2 - High School,2331,3,1,-42.22,1.03,469.20,93.35,84.35,-0.11,16.89
529,1992,1985,2 - High School,1765,1,1,136.04,0.76,275.05,82.25,240.60,34.45,44.34
530,1978,1989,3 - BSc/MSc,1804,1,1,-118.46,1.12,209.26,162.80,260.27,28.45,93.46
